S.no,Menu,Questions,Query,Table name,Result & Answer Format,Question with Facility Code
49,Calibration Order,List open calibration orders are due within the next 7 days,"SELECT calibration_id,
calibration_facility_code,
calibration_instrument_code,
calibration_status,calibration_category,
calibration_expected_closure_date
FROM ai.calibrationmasterdetails
WHERE calibration_status not in ('Closed', 'Completed', 'Cancelled')
AND calibration_expected_closure_date BETWEEN CURRENT_DATE AND CURRENT_DATE + INTERVAL '7 days'
AND calibration_facility_code in ('SRP-WPB-PKG');","instrument_master,calibration_master_instrument_details,calibrationmasterdetails","Calibration ID : SRIP-CO001747
Calibration Facility Code: SRP-WPB-PKG
Calibration Instrument Code: LC-S897
Calibration Category: Internal
Calibration Status: Initiated
Calibration_expected_closure_date:23-08-2025","#User Facility#
['SRP-WPB-PKG']

User Query: List open calibration orders are due within the next 7 days"
50,Calibration Order,Which calibration orders were completed earlier than expected date,"SELECT calibration_id,
calibration_facility_code,
calibration_instrument_code,
calibration_status,calibration_category,
calibration_expected_closure_date,calibration_completion_date
FROM ai.calibrationmasterdetails
WHERE calibration_status = 'Completed' and calibration_completion_date IS NOT NULL
AND calibration_expected_closure_date IS NOT NULL
AND calibration_completion_date < calibration_expected_closure_date
AND calibration_facility_code in ('SRP-WPB-PKG');","instrument_master,calibration_master_instrument_details,calibrationmasterdetails","Calibration ID : SRIP-CO001747
Calibration Facility Code: SRP-WPB-PKG
Calibration Instrument Code: LC-S897
Calibration Category: Internal
Calibration Status: Completed
Calibration_expected_closure_date:23-08-2025
Completion Date: 20-08-2025","#User Facility#
['SRP-WPB-PKG']

User Query: Which calibration orders were completed earlier than expected date"
51,Calibration Order,How many calibration orders categorised as floor instrument are still pending for approval,"SELECT COUNT(*) AS pending_floor_instrument_calibrations
FROM ai.calibrationmasterdetails
WHERE calibration_instrument_category ilike '%floo%instrument%'
AND calibration_approver_status != 'Approved' AND calibration_facility_code in ('SRP-WPB-PKG');","instrument_master,calibration_master_instrument_details,calibrationmasterdetails",No of pending approval floor instruments calibrations: 34,"#User Facility#
['SRP-WPB-PKG']

User Query: How many calibration orders categorised as floor instrument are still pending for approval"
52,Calibration Order,List calibration orders are initiated and assigned to user deepshikha,"SELECT calibration_id, calibration_instrument_name, calibration_category, calibration_facility_code, calibration_status,calibration_assigned_to_user FROM ai.calibrationmasterdetails WHERE calibration_status = 'Initiated' AND calibration_assigned_to_user ILIKE '%deepshikha%' and calibration_facility_code in ('SRP-WPB-PKG');",calibrationmasterdetails,"Calibration ID : SRIP-CO001747
Calibration Facility Code: SRP-WPB-PKG
Calibration Instrument Code: LC-S897
Calibration Category: Internal
Calibration Status: Initiated
Assigned to: Deepshikha","#User Facility#
['SRP-WPB-PKG']

User Query: List calibration orders are initiated and assigned to user deepshikha"
53,Calibration Order,Can you list all critical calibration orders,"SELECT calibration_id, calibration_instrument_name, calibration_category, calibration_facility_code, calibration_status,calibration_assigned_to_user FROM ai.calibrationmasterdetails
WHERE calibration_category = 'Critical'
AND calibration_facility_code in ('SRP-WPB-PKG');","instrument_master,calibration_master_instrument_details,calibrationmasterdetails","Calibration ID : SRIP-CO001747
Calibration Facility Code: SRP-WPB-PKG
Calibration Instrument Code: LC-S897
Calibration Category: Critical
Calibration Status: Initiated
Assigned to: Deepshikha","#User Facility#
['SRP-WPB-PKG']

User Query: Can you list all critical calibration orders"
54,Calibration Order,How many orders have been completed and approved,"SELECT COUNT(*) FROM ai.calibrationmasterdetails
WHERE calibration_status = 'Completed'
AND calibration_approver_status = 'Approved'
AND calibration_facility_code in ('SRP-WPB_PKG');",calibrationmasterdetails,Completed & Approved Orders: 12,"#User Facility#
['SRP-WPB-PKG']

User Query: How many orders have been completed and approved"
55,Calibration Order,Can you find calibration checklists that were closed without addressing the nonconformance task status,"SELECT calibration_id, calibration_order_checklist_task_description,calibration_order_checklist_assigned_to,calibration_order_checklist_nonconformance_task_status,calibration_order_checklist_completion_status,calibration_order_checklist_notes,calibration_order_checklist_estimated_effort, calibration_order_checklist_actual_effort  FROM ai.calibration_order_checklist left join ai.calibrationmasterdetails on calibration_order_checklist_calibration_id = calibration_id WHERE calibration_order_checklist_nonconformance_task_status = 'true' AND calibration_order_checklist_completion_status = 'true' AND calibration_facility_code in ('SRP-UTL');","calibration_order_checklist,calibrationmasterdetails","Calibration ID : SRIP-CO001747
Task Description: ""Calibrate sensor A""
Assigned To: John Doe
Estimated Effort:00:10
Actual Effort: 00:05
Notes:
Observations: Checked ok
NC Status: No
Completion Status: Yes","#User Facility#
['SRP-UTL']

User Query: Can you find calibration checklists that were closed without addressing the nonconformance task status"
56,Calibration Order,Can you identify calibration checklists that belong to a particular task group TG002 but have exceeded their estimated effort,"SELECT calibration_id, calibration_order_checklist_task_description,calibration_order_checklist_assigned_to,calibration_order_checklist_nonconformance_task_status,calibration_order_checklist_completion_status,calibration_order_checklist_notes,calibration_order_checklist_estimated_effort, calibration_order_checklist_actual_effort  FROM ai.calibration_order_checklist left join ai.calibrationmasterdetails on calibration_order_checklist_calibration_id = calibration_id WHERE calibration_order_checklist_taskgroupid = 'TG002' AND calibration_order_checklist_actual_effort > calibration_order_checklist_estimated_effort and calibration_facility_code in ('SRP-UTL');","calibration_order_checklist,calibrationmasterdetails","Calibration ID : SRIP-CO001747
Task Description: ""Calibrate sensor A""
Assigned To: John Doe
Estimated Effort:00:10
Actual Effort: 00:15
Notes:
Observations: Checked ok
NC Status: No
Completion Status: Yes","#User Facility#
['SRP-UTL']

User Query: Can you identify calibration checklists that belong to a particular task group TG002 but have exceeded their estimated effort"
57,Calibration Order,Can you provide a list of critical instruments,"SELECT instrument_name, instrument_code, instrument_critical
FROM ai.instrument_master
WHERE instrument_critical = 'true' and instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"Instrument Name: Digital Multimeter
Instrument Code: inS002
Critical: Yes","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you provide a list of critical instruments"
58,Calibration Order,Can you provide the total number of instruments in each category,"SELECT instrument_category, COUNT(*) AS total_instruments
FROM ai.instrument_master where instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS')
GROUP BY instrument_category
ORDER BY total_instruments DESC",instrument_master,"Category: Floor instrument, Count: 100
Category: Master instrument, Count: 5","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you provide the total number of instruments in each category"
59,Calibration Order,Can you list the instruments that are part of other equipment,"SELECT instrument_name, instrument_is_part_of_equipment
FROM ai.instrument_master
WHERE COALESCE(instrument_is_part_of_equipment, '') != '' and instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"Instrument Name: Pressure Transmitter
Part of Equipment: Equipment1
Instrument Name: Flow Meter
Part of Equipment: Equipment2","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you list the instruments that are part of other equipment"
60,Calibration Order,Can you list instruments that were installed before the year 2022,"SELECT instrument_name, instrument_code, instrument_installation_date
FROM ai.instrument_master
WHERE instrument_installation_date < '2022-01-01' and instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"Instrument Name: Pressure Transmitter
Instrument Code: PT001
Installation Date: 2019-08-15
Instrument Name: Flow Meter
Instrument Code: FM002
Installation Date: 2020-03-10","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you list instruments that were installed before the year 2022"
61,Calibration Order,Can you list instruments along with their signal type and sensor details,"SELECT instrument_name, instrument_code,instrument_signal_type, instrument_sensor_details
FROM ai.instrument_master where instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"Instrument Signal & Sensor Details:
Instrument Name: Pressure Transmitter
Signal Type: Analog
Sensor Details: Piezoelectric Sensor
Instrument Name: Flow Meter
Signal Type: Digital
Sensor Details: Ultrasonic Sensor","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you list instruments along with their signal type and sensor details"
62,Calibration Order,Can you find instruments that do not have a barcode,"SELECT instrument_name, instrument_code
FROM ai.instrument_master
WHERE COALESCE(instrument_barcode, '') != '' and instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"Instruments Without Barcode:
Instrument Name: Pressure Transmitter
Instrument Code: PT1001
Instrument Name: Flow Meter
Instrument Code: FM2001
Instrument Name: Temperature Sensor
Instrument Code: TS3001
Instrument Name: Level Gauge
Instrument Code: LG4001","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you find instruments that do not have a barcode"
63,Calibration Order,Can you find instruments that are currently inactive or out of service,"SELECT instrument_name, instrument_code,instrument_status
FROM ai.instrument_master
WHERE instrument_status ilike '%Discarded%' and instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"Inactive instruments List:
Instrument Name: Pressure Transmitter
Instrument Status: inactive
Instrument Name: Flow Meter
Instrument Status: Under Maintenance
Instrument Name: Temperature Sensor
Instrument Status: Decommissioned
Instrument Name: Level Gauge
Instrument Status: Faulty","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you find instruments that are currently inactive or out of service"
64,Calibration Order,list of instruments with model and make,"SELECT instrument_name, instrument_code, instrument_make, instrument_model
FROM ai.instrument_master
WHERE COALESCE(instrument_make, '') != '' AND COALESCE(instrument_model, '') != ''
and instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"Instrument List with Make & Model:
Instrument Name: Pressure Transmitter
Instrument Code: PT1001
Instrument Make: Yokogawa
Instrument Model: EJA110A","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: list of instruments with model and make"
65,Calibration Order,Can you list instruments that have been installed within the last 5 years,"SELECT instrument_name, instrument_code, instrument_installation_date
FROM ai.instrument_master
WHERE instrument_installation_date >= CURRENT_DATE - INTERVAL '5 years'
and instrument_located_at_facility_code in ('MYS-PB-REAC AND PE','MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS');",instrument_master,"instrument installation List (Last 5 Years):
Instrument Name: Pressure Transmitter
Instrument Code: PT1001
Installation Date: 2021-06-15","#User Facility#
['MYS-PB-REAC AND PE', 'MYS-MATERIALS','MYS-PB-GENERAL','MYS-WPB-PRS']

User Query: Can you list instruments that have been installed within the last 5 years"
